"plant_no","leafP","leafP_val","plant_name.x.x","genus.x.x","family.x.x","leafN","leafN_val","plant_name.y.x","genus.y.x","family.y.x","plant_name","no_bugs","cl","clonality_state","plant_name.x.y","genus.x.y","family.x.y","dicliny","dicliny_val","plant_name.y.y","genus.y.y","family.y.y"
1320010040,"Mature leaf P concentration (mg/g)","<1","ERICA TETRALIX","ERICA","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","ERICA TETRALIX","ERICA","ERICACEAE","ERICA TETRALIX",13,"Clonality: normal state","Shortly creeping and rooting at nodes","ERICA TETRALIX","ERICA","ERICACEAE","Dicliny","hermaphrodite","ERICA TETRALIX","ERICA","ERICACEAE"
1320010060,"Mature leaf P concentration (mg/g)","<1","ERICA CINEREA","ERICA","ERICACEAE","Mature leaf N concentration (mg/g)","5-10","ERICA CINEREA","ERICA","ERICACEAE","ERICA CINEREA",18,"Clonality: normal state","Little or no vegetative spread","ERICA CINEREA","ERICA","ERICACEAE","Dicliny","hermaphrodite","ERICA CINEREA","ERICA","ERICACEAE"
1320010110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERICA VAGANS",6,"Clonality: normal state","Little or no vegetative spread","ERICA VAGANS","ERICA","ERICACEAE","Dicliny","hermaphrodite","ERICA VAGANS","ERICA","ERICACEAE"
1320010150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ERICA ERIGENA","ERICA","ERICACEAE","Dicliny","hermaphrodite","ERICA ERIGENA","ERICA","ERICACEAE"
1320030010,"Mature leaf P concentration (mg/g)","1-2","CALLUNA VULGARIS","CALLUNA","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","CALLUNA VULGARIS","CALLUNA","ERICACEAE","CALLUNA VULGARIS",34,"Clonality: normal state","Little or no vegetative spread","CALLUNA VULGARIS","CALLUNA","ERICACEAE","Dicliny","hermaphrodite","CALLUNA VULGARIS","CALLUNA","ERICACEAE"
1320050010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","RHODODENDRON LUTEUM","RHODODENDRON","ERICACEAE"
1320050020,"Mature leaf P concentration (mg/g)","1-2","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","RHODODENDRON PONTICUM",3,"Clonality: normal state","Little or no vegetative spread","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","Dicliny","hermaphrodite","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE"
1320050020,"Mature leaf P concentration (mg/g)","1-2","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","RHODODENDRON PONTICUM",3,"Clonality: normal state","Little or no vegetative spread","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE","Dicliny","monoecious","RHODODENDRON PONTICUM","RHODODENDRON","ERICACEAE"
1320060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LEDUM PALUSTRE","LEDUM","ERICACEAE"
1320090010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","LOISELEURIA PROCUMBENS","LOISELEURIA","ERICACEAE","Dicliny","hermaphrodite","LOISELEURIA PROCUMBENS","LOISELEURIA","ERICACEAE"
1320100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PHYLLODOCE CAERULEA","PHYLLODOCE","ERICACEAE","Dicliny","hermaphrodite","PHYLLODOCE CAERULEA","PHYLLODOCE","ERICACEAE"
1320110010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","DABOECIA CANTABRICA","DABOECIA","ERICACEAE",NA,NA,NA,NA,NA
1320120010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ARBUTUS UNEDO","ARBUTUS","ERICACEAE","Dicliny","hermaphrodite","ARBUTUS UNEDO","ARBUTUS","ERICACEAE"
1320130010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCTOSTAPHYLOS UVA-URSI",13,"Clonality: normal state","Extensively creeping and rooting at nodes","ARCTOSTAPHYLOS UVA-URSI","ARCTOSTAPHYLOS","ERICACEAE","Dicliny","hermaphrodite","ARCTOSTAPHYLOS UVA-URSI","ARCTOSTAPHYLOS","ERICACEAE"
1320130020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","ARCTOSTAPHYLOS ALPINUS","ARCTOSTAPHYLOS","ERICACEAE","Dicliny","hermaphrodite","ARCTOSTAPHYLOS ALPINUS","ARCTOSTAPHYLOS","ERICACEAE"
1320140010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","GAULTHERIA SHALLON","GAULTHERIA","ERICACEAE","Dicliny","hermaphrodite","GAULTHERIA SHALLON","GAULTHERIA","ERICACEAE"
1320150010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","GAULTHERIA MUCRONATA","GAULTHERIA","ERICACEAE"
1320160010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANDROMEDA POLIFOLIA",4,"Clonality: normal state","Rhizome far creeping","ANDROMEDA POLIFOLIA","ANDROMEDA","ERICACEAE","Dicliny","hermaphrodite","ANDROMEDA POLIFOLIA","ANDROMEDA","ERICACEAE"
1320180010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","VACCINIUM OXYCOCCOS","VACCINIUM","ERICACEAE","Dicliny","hermaphrodite","VACCINIUM OXYCOCCOS","VACCINIUM","ERICACEAE"
1320180020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","VACCINIUM MICROCARPUM","VACCINIUM","ERICACEAE","Dicliny","hermaphrodite","VACCINIUM MICROCARPUM","VACCINIUM","ERICACEAE"
1320180040,"Mature leaf P concentration (mg/g)","1-2","VACCINIUM VITIS-IDAEA","VACCINIUM","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","VACCINIUM VITIS-IDAEA","VACCINIUM","ERICACEAE","VACCINIUM VITIS-IDAEA",10,"Clonality: normal state","Rhizome far creeping","VACCINIUM VITIS-IDAEA","VACCINIUM","ERICACEAE","Dicliny","hermaphrodite","VACCINIUM VITIS-IDAEA","VACCINIUM","ERICACEAE"
1320180050,"Mature leaf P concentration (mg/g)","1-2","VACCINIUM ULIGINOSUM","VACCINIUM","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","VACCINIUM ULIGINOSUM","VACCINIUM","ERICACEAE","VACCINIUM ULIGINOSUM",5,"Clonality: normal state","Rhizome far creeping","VACCINIUM ULIGINOSUM","VACCINIUM","ERICACEAE","Dicliny","hermaphrodite","VACCINIUM ULIGINOSUM","VACCINIUM","ERICACEAE"
1320180060,"Mature leaf P concentration (mg/g)","1-2","VACCINIUM MYRTILLUS","VACCINIUM","ERICACEAE","Mature leaf N concentration (mg/g)","10-20","VACCINIUM MYRTILLUS","VACCINIUM","ERICACEAE","VACCINIUM MYRTILLUS",29,"Clonality: normal state","Rhizome far creeping","VACCINIUM MYRTILLUS","VACCINIUM","ERICACEAE","Dicliny","hermaphrodite","VACCINIUM MYRTILLUS","VACCINIUM","ERICACEAE"
1330020010,"Mature leaf P concentration (mg/g)","1-2","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","Mature leaf N concentration (mg/g)","10-20","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","EMPETRUM NIGRUM",7,"Clonality: normal state","Extensively creeping and rooting at nodes","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","Dicliny","hermaphrodite","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE"
1330020010,"Mature leaf P concentration (mg/g)","1-2","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","Mature leaf N concentration (mg/g)","10-20","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","EMPETRUM NIGRUM",7,"Clonality: normal state","Extensively creeping and rooting at nodes","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE","Dicliny","dioecious","EMPETRUM NIGRUM","EMPETRUM","EMPETRACEAE"
1350010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRIMULA VULGARIS",1,"Clonality: normal state","Little or no vegetative spread","PRIMULA VULGARIS","PRIMULA","PRIMULACEAE","Dicliny","hermaphrodite","PRIMULA VULGARIS","PRIMULA","PRIMULACEAE"
1350010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PRIMULA ELATIOR","PRIMULA","PRIMULACEAE","Dicliny","hermaphrodite","PRIMULA ELATIOR","PRIMULA","PRIMULACEAE"
1350010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRIMULA VERIS",3,"Clonality: normal state","Little or no vegetative spread","PRIMULA VERIS","PRIMULA","PRIMULACEAE","Dicliny","hermaphrodite","PRIMULA VERIS","PRIMULA","PRIMULACEAE"
1350010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PRIMULA FARINOSA","PRIMULA","PRIMULACEAE","Dicliny","hermaphrodite","PRIMULA FARINOSA","PRIMULA","PRIMULACEAE"
1350010080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PRIMULA SCOTICA","PRIMULA","PRIMULACEAE","Dicliny","hermaphrodite","PRIMULA SCOTICA","PRIMULA","PRIMULACEAE"
1350060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","HOTTONIA PALUSTRIS","HOTTONIA","PRIMULACEAE","Dicliny","hermaphrodite","HOTTONIA PALUSTRIS","HOTTONIA","PRIMULACEAE"
1350080010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYSIMACHIA NEMORUM",1,"Clonality: normal state","Extensively creeping and rooting at nodes","LYSIMACHIA NEMORUM","LYSIMACHIA","PRIMULACEAE","Dicliny","hermaphrodite","LYSIMACHIA NEMORUM","LYSIMACHIA","PRIMULACEAE"
1350080030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYSIMACHIA VULGARIS",3,"Clonality: normal state","Rhizome far creeping","LYSIMACHIA VULGARIS","LYSIMACHIA","PRIMULACEAE","Dicliny","hermaphrodite","LYSIMACHIA VULGARIS","LYSIMACHIA","PRIMULACEAE"
1350080040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LYSIMACHIA TERRESTRIS","LYSIMACHIA","PRIMULACEAE"
1350080060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYSIMACHIA NUMMULARIA",2,"Clonality: normal state","Extensively creeping and rooting at nodes","LYSIMACHIA NUMMULARIA","LYSIMACHIA","PRIMULACEAE","Dicliny","hermaphrodite","LYSIMACHIA NUMMULARIA","LYSIMACHIA","PRIMULACEAE"
1350080070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","LYSIMACHIA PUNCTATA","LYSIMACHIA","PRIMULACEAE","Dicliny","hermaphrodite","LYSIMACHIA PUNCTATA","LYSIMACHIA","PRIMULACEAE"
1350080130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","LYSIMACHIA THYRSIFLORA","LYSIMACHIA","PRIMULACEAE","Dicliny","hermaphrodite","LYSIMACHIA THYRSIFLORA","LYSIMACHIA","PRIMULACEAE"
1350090010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","TRIENTALIS EUROPAEA","TRIENTALIS","PRIMULACEAE","Dicliny","hermaphrodite","TRIENTALIS EUROPAEA","TRIENTALIS","PRIMULACEAE"
1350110010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLAUX MARITIMA",2,"Clonality: normal state","Rhizome far creeping","GLAUX MARITIMA","GLAUX","PRIMULACEAE","Dicliny","hermaphrodite","GLAUX MARITIMA","GLAUX","PRIMULACEAE"
1350120010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ANAGALLIS MINIMA","ANAGALLIS","PRIMULACEAE","Dicliny","hermaphrodite","ANAGALLIS MINIMA","ANAGALLIS","PRIMULACEAE"
1350120030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","ANAGALLIS TENELLA","ANAGALLIS","PRIMULACEAE","Dicliny","hermaphrodite","ANAGALLIS TENELLA","ANAGALLIS","PRIMULACEAE"
1350120040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ANAGALLIS ARVENSIS","ANAGALLIS","PRIMULACEAE","Dicliny","hermaphrodite","ANAGALLIS ARVENSIS","ANAGALLIS","PRIMULACEAE"
1350130010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMOLUS VALERANDI",1,"Clonality: normal state","Little or no vegetative spread","SAMOLUS VALERANDI","SAMOLUS","PRIMULACEAE","Dicliny","hermaphrodite","SAMOLUS VALERANDI","SAMOLUS","PRIMULACEAE"
1360040010,"Mature leaf P concentration (mg/g)","2-3","ARMERIA MARITIMA","ARMERIA","PLUMBAGINACEAE","Mature leaf N concentration (mg/g)","10-20","ARMERIA MARITIMA","ARMERIA","PLUMBAGINACEAE","ARMERIA MARITIMA",28,"Clonality: normal state","Little or no vegetative spread","ARMERIA MARITIMA","ARMERIA","PLUMBAGINACEAE","Dicliny","hermaphrodite","ARMERIA MARITIMA","ARMERIA","PLUMBAGINACEAE"
1360050170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIMONIUM VULGARE",8,"Clonality: normal state","Little or no vegetative spread","LIMONIUM VULGARE","LIMONIUM","PLUMBAGINACEAE","Dicliny","hermaphrodite","LIMONIUM VULGARE","LIMONIUM","PLUMBAGINACEAE"
1360050180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LIMONIUM HUMILE","LIMONIUM","PLUMBAGINACEAE","Dicliny","hermaphrodite","LIMONIUM HUMILE","LIMONIUM","PLUMBAGINACEAE"
1360050190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LIMONIUM BELLIDIFOLIUM","LIMONIUM","PLUMBAGINACEAE","Dicliny","hermaphrodite","LIMONIUM BELLIDIFOLIUM","LIMONIUM","PLUMBAGINACEAE"
1360050679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIMONIUM BINERVOSUM AGG.",2,"Clonality: normal state","Little or no vegetative spread","LIMONIUM BINERVOSUM AGG.","LIMONIUM","PLUMBAGINACEAE","Dicliny","hermaphrodite","LIMONIUM BINERVOSUM AGG.","LIMONIUM","PLUMBAGINACEAE"
1390040030,"Mature leaf P concentration (mg/g)","1-2","FRAXINUS EXCELSIOR","FRAXINUS","OLEACEAE","Mature leaf N concentration (mg/g)","20-30","FRAXINUS EXCELSIOR","FRAXINUS","OLEACEAE","FRAXINUS EXCELSIOR",18,"Clonality: normal state","Little or no vegetative spread","FRAXINUS EXCELSIOR","FRAXINUS","OLEACEAE","Dicliny","polygamous","FRAXINUS EXCELSIOR","FRAXINUS","OLEACEAE"
1390060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIGUSTRUM VULGARE",8,"Clonality: normal state","Little or no vegetative spread","LIGUSTRUM VULGARE","LIGUSTRUM","OLEACEAE","Dicliny","hermaphrodite","LIGUSTRUM VULGARE","LIGUSTRUM","OLEACEAE"
1400010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CICENDIA FILIFORMIS","CICENDIA","GENTIANACEAE","Dicliny","hermaphrodite","CICENDIA FILIFORMIS","CICENDIA","GENTIANACEAE"
1400030010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONIA PERFOLIATA",3,"Clonality: normal state","Little or no vegetative spread","BLACKSTONIA PERFOLIATA","BLACKSTONIA","GENTIANACEAE","Dicliny","hermaphrodite","BLACKSTONIA PERFOLIATA","BLACKSTONIA","GENTIANACEAE"
1400040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CENTAURIUM SCILLOIDES","CENTAURIUM","GENTIANACEAE","Dicliny","hermaphrodite","CENTAURIUM SCILLOIDES","CENTAURIUM","GENTIANACEAE"
1400040020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTAURIUM ERYTHRAEA",5,"Clonality: normal state","Little or no vegetative spread","CENTAURIUM ERYTHRAEA","CENTAURIUM","GENTIANACEAE","Dicliny","hermaphrodite","CENTAURIUM ERYTHRAEA","CENTAURIUM","GENTIANACEAE"
1400040050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CENTAURIUM LITTORALE","CENTAURIUM","GENTIANACEAE","Dicliny","hermaphrodite","CENTAURIUM LITTORALE","CENTAURIUM","GENTIANACEAE"
1400040110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CENTAURIUM PULCHELLUM","CENTAURIUM","GENTIANACEAE","Dicliny","hermaphrodite","CENTAURIUM PULCHELLUM","CENTAURIUM","GENTIANACEAE"
1400040120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CENTAURIUM TENUIFLORUM","CENTAURIUM","GENTIANACEAE","Dicliny","hermaphrodite","CENTAURIUM TENUIFLORUM","CENTAURIUM","GENTIANACEAE"
1400050070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENTIANA PNEUMONANTHE",4,"Clonality: normal state","Little or no vegetative spread","GENTIANA PNEUMONANTHE","GENTIANA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANA PNEUMONANTHE","GENTIANA","GENTIANACEAE"
1400050220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","GENTIANA VERNA","GENTIANA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANA VERNA","GENTIANA","GENTIANACEAE"
1400050280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","GENTIANA NIVALIS","GENTIANA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANA NIVALIS","GENTIANA","GENTIANACEAE"
1400060030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA CILIATA","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA CILIATA","GENTIANELLA","GENTIANACEAE"
1400060080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENTIANELLA CAMPESTRIS",1,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA CAMPESTRIS","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA CAMPESTRIS","GENTIANELLA","GENTIANACEAE"
1400060100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENTIANELLA AMARELLA",1,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA AMARELLA","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA AMARELLA","GENTIANELLA","GENTIANACEAE"
1400060110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA ULIGINOSA","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA ULIGINOSA","GENTIANELLA","GENTIANACEAE"
1400060120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENTIANELLA ANGLICA",1,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA ANGLICA","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA ANGLICA","GENTIANELLA","GENTIANACEAE"
1400060190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","GENTIANELLA GERMANICA","GENTIANELLA","GENTIANACEAE","Dicliny","hermaphrodite","GENTIANELLA GERMANICA","GENTIANELLA","GENTIANACEAE"
1410010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MENYANTHES TRIFOLIATA",1,"Clonality: normal state","Rhizome far creeping","MENYANTHES TRIFOLIATA","MENYANTHES","MENYANTHACEAE","Dicliny","hermaphrodite","MENYANTHES TRIFOLIATA","MENYANTHES","MENYANTHACEAE"
1410020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","NYMPHOIDES PELTATA","NYMPHOIDES","MENYANTHACEAE","Dicliny","hermaphrodite","NYMPHOIDES PELTATA","NYMPHOIDES","MENYANTHACEAE"
1420040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","VINCA MINOR","VINCA","APOCYNACEAE","Dicliny","hermaphrodite","VINCA MINOR","VINCA","APOCYNACEAE"
1420040050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tip rooting (stems often turn downwards)","VINCA MAJOR","VINCA","APOCYNACEAE",NA,NA,NA,NA,NA
1440020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE","Dicliny","hermaphrodite","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE"
1440020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE","Dicliny","gynodioecious","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE"
1440020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE","Dicliny","gynomonoecious","SHERARDIA ARVENSIS","SHERARDIA","RUBIACEAE"
1440040310,"Mature leaf P concentration (mg/g)","1-2","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Mature leaf N concentration (mg/g)","10-20","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE",NA,NA,"Clonality: normal state","Rhizome far creeping","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Dicliny","hermaphrodite","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE"
1440040310,"Mature leaf P concentration (mg/g)","1-2","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Mature leaf N concentration (mg/g)","10-20","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE",NA,NA,"Clonality: normal state","Rhizome far creeping","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Dicliny","gynomonoecious","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE"
1440040310,"Mature leaf P concentration (mg/g)","1-2","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Mature leaf N concentration (mg/g)","10-20","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE",NA,NA,"Clonality: normal state","Rhizome far creeping","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE","Dicliny","hermaphrodite","ASPERULA CYNANCHICA","ASPERULA","RUBIACEAE"
1440050060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","GALIUM BOREALE","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM BOREALE","GALIUM","RUBIACEAE"
1440050100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM ODORATUM",1,"Clonality: normal state","Rhizome far creeping","GALIUM ODORATUM","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM ODORATUM","GALIUM","RUBIACEAE"
1440050130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM ULIGINOSUM",1,"Clonality: normal state","Rhizome shortly creeping","GALIUM ULIGINOSUM","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM ULIGINOSUM","GALIUM","RUBIACEAE"
1440050150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","GALIUM CONSTRICTUM","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM CONSTRICTUM","GALIUM","RUBIACEAE"
1440050160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM PALUSTRE",6,"Clonality: normal state","Rhizome shortly creeping","GALIUM PALUSTRE","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM PALUSTRE","GALIUM","RUBIACEAE"
1440050160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM PALUSTRE",6,"Clonality: normal state","Rhizome shortly creeping","GALIUM PALUSTRE","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM PALUSTRE","GALIUM","RUBIACEAE"
1440050260,"Mature leaf P concentration (mg/g)","1-2","GALIUM VERUM","GALIUM","RUBIACEAE","Mature leaf N concentration (mg/g)","10-20","GALIUM VERUM","GALIUM","RUBIACEAE","GALIUM VERUM",15,"Clonality: normal state","Rhizome far creeping","GALIUM VERUM","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM VERUM","GALIUM","RUBIACEAE"
1440050380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM MOLLUGO",29,"Clonality: normal state","Rhizome far creeping","GALIUM MOLLUGO","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM MOLLUGO","GALIUM","RUBIACEAE"
1440051030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Shortly creeping and rooting at nodes","GALIUM PUMILUM","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM PUMILUM","GALIUM","RUBIACEAE"
1440051090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Shortly creeping and rooting at nodes","GALIUM STERNERI","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM STERNERI","GALIUM","RUBIACEAE"
1440051180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALIUM SAXATILE",5,"Clonality: normal state","Extensively creeping and rooting at nodes","GALIUM SAXATILE","GALIUM","RUBIACEAE","Dicliny","hermaphrodite","GALIUM SAXATILE","GALIUM","RUBIACEAE"
